"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.000000";"0.036613";"0.129279";"0.247933";"0.410672";"0.599924";"0.965979";"1.315685";"1.819916";"2.600565";"3.423234";"4.798772";"6.000917";"7.673573";"10.400706";"13.025203";"16.042421";"20.903332";"25.663193";"33.051483";"39.649376";"48.172607";"61.263432";"73.832291";"92.293800";"110.395447";"131.578125";"164.464310";"195.731445";"235.221512";"288.579346";"340.865021";"421.826691";"500.955444";"597.648010";"720.294922";"846.652771";"1011.371460";"1012.662720";"1011.486267";"1012.268799";"1012.591370";"1009.930115";"1010.202698";"1010.162354";"1010.351685";"1008.295044";"1008.312561";"1008.342957";"1008.340088"
"Y";"0.000000";"0.000000";"0.033728";"0.126207";"0.251705";"0.425413";"0.621548";"1.002116";"1.374644";"1.892954";"2.706870";"3.561635";"4.979699";"6.225768";"7.971676";"10.793890";"13.511846";"16.567770";"21.595943";"26.568211";"34.142773";"41.015648";"49.815506";"63.307823";"76.386406";"95.517105";"114.309868";"136.279068";"170.308441";"202.950516";"243.620895";"298.856659";"352.939117";"437.032501";"518.672974";"619.319946";"746.177246";"875.605652";"1047.122070";"1048.694824";"1047.421143";"1048.169067";"1048.615845";"1045.878296";"1046.189941";"1046.194214";"1046.369263";"1044.048706";"1044.142212";"1044.172241";"1044.201294"
"Z";"0.000000";"0.000000";"0.063568";"0.175189";"0.290633";"0.476315";"0.686363";"1.098084";"1.488052";"2.079228";"2.969843";"3.913502";"5.434985";"6.856503";"8.742315";"11.662591";"14.688512";"18.213032";"23.610313";"28.928572";"37.418797";"44.800571";"54.324623";"69.006927";"83.371567";"104.402168";"124.878525";"148.294510";"185.594498";"220.599075";"265.120422";"324.963531";"383.773315";"476.071686";"567.562378";"677.877991";"816.919434";"961.020447";"1146.982300";"1149.123657";"1148.562744";"1149.671753";"1150.227417";"1147.764038";"1148.239502";"1148.318726";"1148.556396";"1146.094727";"1146.253540";"1146.332642";"1146.254028"
"R";"0.000000";"0.000000";"0.034748";"0.132646";"0.262442";"0.432972";"0.634864";"1.023562";"1.392566";"1.923999";"2.748926";"3.618016";"5.089413";"6.349665";"8.122183";"11.059907";"13.831763";"17.031235";"22.219625";"27.274462";"35.112041";"42.123230";"51.211308";"65.164238";"78.448799";"98.007217";"117.208504";"139.824142";"174.722839";"207.917313";"249.960617";"306.746857";"362.364685";"448.048889";"531.663818";"633.899170";"764.087402";"898.449463";"1073.086304";"1074.201050";"1072.776611";"1073.572998";"1073.826904";"1070.856445";"1071.093018";"1071.002319";"1071.204712";"1069.123291";"1069.079956";"1069.101440";"1069.105957"
"G";"0.000000";"0.000000";"0.031114";"0.120586";"0.246169";"0.421398";"0.615591";"0.993223";"1.368419";"1.879422";"2.688706";"3.536847";"4.936076";"6.171299";"7.908149";"10.698146";"13.389701";"16.373617";"21.346031";"26.294195";"33.746632";"40.574265";"49.267036";"62.581318";"75.569786";"94.518013";"113.151154";"134.911255";"168.582916";"201.055206";"241.173141";"295.832123";"349.325226";"432.740967";"513.400940";"613.371948";"738.861389";"866.112732";"1036.484497";"1038.199707";"1036.916382";"1037.621094";"1038.137207";"1035.447266";"1035.776733";"1035.811768";"1035.972412";"1033.553589";"1033.695435";"1033.724976";"1033.772583"
"B";"0.000000";"0.000000";"0.059096";"0.161942";"0.267436";"0.437823";"0.630675";"1.008770";"1.366425";"1.910144";"2.728221";"3.595269";"4.992390";"6.299624";"8.031228";"10.710047";"13.491052";"16.734299";"21.690189";"26.572233";"34.377899";"41.155277";"49.902607";"63.389805";"76.586189";"95.908195";"114.716110";"136.212158";"170.480057";"202.616058";"243.520203";"298.481842";"352.500305";"437.293304";"521.397888";"622.735718";"750.475342";"882.937378";"1053.716431";"1055.689453";"1055.194702";"1056.221436";"1056.731567";"1054.480713";"1054.920166";"1054.993896";"1055.213623";"1052.957397";"1053.103271";"1053.177002";"1053.101685"
"ColorTemp";"5454.000000";"5454.000000";"15860.000000";"7897.000000";"6529.000000";"6529.000000";"6431.000000";"6391.000000";"6385.000000";"6437.000000";"6437.000000";"6443.000000";"6367.000000";"6427.000000";"6412.000000";"6300.000000";"6336.000000";"6363.000000";"6330.000000";"6325.000000";"6345.000000";"6338.000000";"6323.000000";"6312.000000";"6334.000000";"6347.000000";"6349.000000";"6325.000000";"6333.000000";"6330.000000";"6326.000000";"6319.000000";"6317.000000";"6336.000000";"6360.000000";"6371.000000";"6369.000000";"6368.000000";"6366.000000";"6371.000000";"6376.000000";"6377.000000";"6379.000000";"6382.000000";"6383.000000";"6384.000000";"6384.000000";"6383.000000";"6384.000000";"6384.000000";"6384.000000"
"DeltaE";"0.000000";"0.000000";"0.021229";"0.032502";"0.015813";"0.012402";"0.011007";"0.012496";"0.011707";"0.022711";"0.029451";"0.042959";"0.055963";"0.094284";"0.094730";"0.151067";"0.152912";"0.258272";"0.273954";"0.275425";"0.381040";"0.374273";"0.421643";"0.498061";"0.512715";"0.568567";"0.596842";"0.637043";"0.705494";"0.720406";"0.824246";"0.914030";"0.991012";"1.022553";"1.181787";"1.214396";"1.338654";"1.654183";"1.595058";"1.591062";"1.626072";"1.643062";"1.637237";"1.657318";"1.661229";"1.661099";"1.664859";"1.681796";"1.678722";"1.680966";"1.673490"
