"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.000000";"0.032735";"0.121087";"0.235014";"0.378028";"0.555429";"0.892894";"1.257222";"1.722702";"2.463731";"3.293062";"4.657359";"5.853978";"7.579905";"10.178446";"12.797157";"15.802304";"20.815100";"25.459249";"32.657421";"39.448418";"47.989334";"61.517590";"73.263733";"92.833626";"109.904549";"132.024460";"164.188446";"195.095322";"234.555023";"290.209106";"341.549438";"419.404114";"502.360565";"591.287109";"723.463989";"853.202271";"1012.704102";"1011.381714";"1015.353699";"1014.984802";"1015.319092";"1013.667114";"1011.561462";"1011.366821";"1011.387329";"1011.669861";"1014.066956";"1014.103210";"1012.350525"
"Y";"0.000000";"0.000000";"0.030381";"0.119912";"0.241269";"0.392917";"0.575535";"0.925560";"1.316298";"1.792499";"2.564886";"3.420645";"4.841663";"6.092247";"7.862353";"10.514874";"13.264231";"16.298098";"21.476706";"26.270668";"33.710869";"40.822773";"49.408482";"63.566746";"75.594177";"95.983971";"113.979301";"136.684158";"169.718796";"201.929565";"242.569855";"299.955139";"352.947174";"433.817322";"519.369690";"612.050964";"748.337036";"882.275452";"1046.952271";"1045.737549";"1049.885742";"1049.675049";"1050.139648";"1048.483398";"1046.254150";"1045.789062";"1045.853516";"1046.264404";"1048.643677";"1048.749512";"1046.997070"
"Z";"0.000000";"0.000000";"0.054682";"0.155499";"0.271212";"0.430125";"0.627486";"1.008920";"1.417183";"1.963325";"2.782356";"3.709406";"5.276262";"6.682547";"8.603481";"11.507286";"14.223262";"17.658974";"23.451630";"28.610666";"36.627003";"44.404957";"53.926495";"69.087509";"82.261009";"104.404831";"123.536179";"148.691330";"184.169296";"219.249619";"263.691895";"325.835754";"383.375641";"471.866333";"566.695740";"668.281860";"817.322937";"965.797058";"1144.449707";"1143.338013";"1148.256348";"1147.940308";"1148.653809";"1147.223267";"1144.605103";"1143.575317";"1143.812622";"1143.973633";"1146.670898";"1146.750854";"1144.767456"
"R";"0.000000";"0.000000";"0.031534";"0.125811";"0.248897";"0.400196";"0.589766";"0.947924";"1.330917";"1.822217";"2.612038";"3.496419";"4.935973";"6.188992";"8.035449";"10.816961";"13.646247";"16.855341";"22.150778";"27.110741";"34.789818";"41.947094";"51.142334";"65.488014";"78.035957";"98.767151";"116.823494";"140.345703";"174.820099";"207.530365";"249.552277";"308.932800";"363.637421";"446.099274";"534.047607";"627.996643";"768.657043";"906.109863";"1076.075928";"1074.519653";"1078.616333";"1078.138184";"1078.365967";"1076.481689";"1074.323486";"1074.415649";"1074.367676";"1074.665894";"1077.250977";"1077.255371";"1075.372559"
"G";"0.000000";"0.000000";"0.028148";"0.115562";"0.237606";"0.389904";"0.569946";"0.916791";"1.311961";"1.780020";"2.547459";"3.392503";"4.804718";"6.050684";"7.791687";"10.392845";"13.134130";"16.089041";"21.209606";"25.944176";"33.298691";"40.390221";"48.724987";"62.831692";"74.650688";"94.912849";"112.922905";"135.274765";"167.791183";"199.807663";"239.895966";"296.534973";"348.875671";"429.092468";"513.576721";"605.711121";"740.246216";"872.603333";"1035.281616";"1034.182129";"1038.317261";"1038.217529";"1038.756958";"1037.158569";"1034.917358";"1034.279053";"1034.373413";"1034.851685";"1037.142334";"1037.290405";"1035.594849"
"B";"0.000000";"0.000000";"0.050798";"0.143515";"0.249356";"0.395118";"0.576385";"0.926747";"1.301117";"1.803524";"2.555234";"3.406708";"4.846254";"6.138846";"7.903445";"10.571735";"13.059271";"16.219574";"21.544222";"26.281837";"33.643410";"40.787243";"49.541672";"63.459133";"75.563705";"95.900261";"113.456856";"136.576599";"169.157623";"201.377060";"242.207474";"299.285400";"352.137390";"433.425873";"520.576355";"613.893188";"750.818970";"887.268066";"1051.360962";"1050.342285";"1054.868896";"1054.573486";"1055.231812";"1053.925659";"1051.517090";"1050.563354";"1050.784546";"1050.923706";"1053.405518";"1053.476929";"1051.652222"
"ColorTemp";"5454.000000";"5454.000000";"13437.000000";"7278.000000";"6456.000000";"6405.000000";"6343.000000";"6346.000000";"6371.000000";"6421.000000";"6360.000000";"6334.000000";"6376.000000";"6433.000000";"6380.000000";"6336.000000";"6236.000000";"6250.000000";"6307.000000";"6290.000000";"6278.000000";"6313.000000";"6280.000000";"6291.000000";"6284.000000";"6304.000000";"6313.000000";"6319.000000";"6285.000000";"6303.000000";"6302.000000";"6291.000000";"6288.000000";"6308.000000";"6324.000000";"6342.000000";"6336.000000";"6348.000000";"6336.000000";"6339.000000";"6342.000000";"6343.000000";"6345.000000";"6348.000000";"6347.000000";"6341.000000";"6342.000000";"6342.000000";"6341.000000";"6342.000000";"6342.000000"
"DeltaE";"0.000000";"0.000000";"0.017265";"0.021843";"0.008575";"0.004205";"0.007090";"0.011125";"0.015979";"0.018246";"0.024844";"0.039382";"0.046946";"0.065906";"0.094832";"0.158808";"0.257940";"0.260109";"0.288732";"0.327998";"0.383285";"0.367379";"0.525966";"0.512166";"0.595051";"0.601387";"0.591434";"0.656200";"0.824480";"0.819202";"0.910561";"1.040206";"1.126989";"1.140325";"1.244353";"1.242443";"1.406150";"1.570800";"1.666585";"1.656377";"1.662686";"1.646197";"1.640554";"1.643671";"1.642557";"1.654002";"1.653603";"1.638025";"1.649861";"1.643368";"1.635848"
