"Num";"Name";"Export Date";"Sensor";"Generator";"Infos"
"1";"Color Measures1";"Saturday, June 20, 2026 01:56:27";"X-Rite i1 DisplayPro, ColorMunki Display";"View images";"Calibration by:   Display:   Note:   "
