"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.000000";"0.025363";"0.094708";"0.206808";"0.336201";"0.500871";"0.840753";"1.192799";"1.632171";"2.351226";"3.150074";"4.478662";"5.671569";"7.412285";"9.916369";"12.559255";"15.489454";"20.290447";"25.230810";"31.946386";"38.859188";"47.864006";"60.544754";"73.091393";"91.413620";"109.590813";"130.649704";"162.600876";"193.825485";"231.967041";"288.881958";"341.633331";"423.225006";"503.163025";"600.488342";"739.771240";"868.402222";"1005.897278";"1005.521301";"1004.544189";"1005.098083";"1005.670654";"1006.045105";"1005.419128";"997.011536";"996.384705";"995.673584";"994.924072";"995.056396";"993.931702"
"Y";"0.000000";"0.000000";"0.023374";"0.094141";"0.212255";"0.349693";"0.520493";"0.871792";"1.249445";"1.700634";"2.446232";"3.259431";"4.657365";"5.866923";"7.689659";"10.319544";"12.996278";"15.990804";"20.918024";"26.018728";"32.948063";"40.140034";"49.224247";"62.417248";"75.379303";"94.470169";"113.137932";"135.148911";"168.721725";"200.072906";"240.016861";"298.369965";"353.003021";"437.560638";"519.968750";"620.783691";"764.634338";"896.577698";"1039.371582";"1039.032593";"1038.167114";"1038.836914";"1039.519043";"1039.845825";"1039.271484";"1030.516235";"1029.982788";"1029.086304";"1028.513428";"1028.692383";"1027.392456"
"Z";"0.000000";"0.000000";"0.042311";"0.122455";"0.235779";"0.379144";"0.560823";"0.934098";"1.320564";"1.851840";"2.649288";"3.523361";"5.059238";"6.393142";"8.278633";"11.013081";"13.933643";"17.262606";"22.737915";"28.214514";"35.754120";"43.374626";"53.451725";"67.817108";"81.628365";"102.501427";"123.054878";"146.629700";"181.720383";"217.420486";"258.627136";"322.984497";"382.665955";"475.124298";"565.830933";"676.697510";"833.598999";"979.216187";"1133.826782";"1133.903687";"1133.109863";"1134.140137";"1135.091675";"1135.882324";"1135.563354";"1126.354858";"1125.799683";"1125.083008";"1124.449097";"1124.687134";"1123.021362"
"R";"0.000000";"0.000000";"0.024504";"0.098067";"0.219776";"0.356686";"0.532580";"0.896499";"1.268585";"1.727730";"2.494828";"3.355441";"4.749757";"6.029335";"7.891438";"10.561768";"13.406544";"16.528023";"21.629696";"26.908579";"34.061718";"41.439503";"51.113007";"64.548752";"77.976822";"97.350227";"116.706123";"139.054184";"173.069992";"206.474335";"247.300980";"307.940826";"363.941345";"450.501404";"535.431091";"638.553284";"786.729736";"923.715271";"1069.778931";"1069.234619";"1068.066406";"1068.517944";"1069.017090";"1069.343384";"1068.553833";"1059.568359";"1058.822754";"1058.102539";"1057.180298";"1057.283569";"1056.237183"
"G";"0.000000";"0.000000";"0.021542";"0.090968";"0.208951";"0.347114";"0.516293";"0.863457";"1.245321";"1.690119";"2.428563";"3.224296";"4.622514";"5.803495";"7.619155";"10.244026";"12.855026";"15.794626";"20.645027";"25.682964";"32.525894";"39.663162";"48.503246";"61.602081";"74.408272";"93.382477";"111.764412";"133.677063";"167.199219";"197.624115";"237.414581";"294.812378";"348.898834";"432.647552";"513.996460";"613.825867";"755.975586";"885.800781";"1027.398071";"1027.101929";"1026.341797";"1027.071533";"1027.807495";"1028.098389";"1027.582397";"1018.889709";"1018.436401";"1017.450073";"1017.013855";"1017.218445";"1015.840698"
"B";"0.000000";"0.000000";"0.039312";"0.113019";"0.216715";"0.348196";"0.514969";"0.857631";"1.211808";"1.700818";"2.432951";"3.235794";"4.646510";"5.872594";"7.601810";"10.109837";"12.793663";"15.853749";"20.886417";"25.915339";"32.841084";"39.835293";"49.100025";"62.294197";"74.973785";"94.146614";"113.033844";"134.675583";"166.864944";"199.710693";"237.499100";"296.643402";"351.467804";"436.402771";"519.750061";"621.611023";"765.744568";"899.567688";"1041.556519";"1041.636719";"1040.908569";"1041.860474";"1042.737915";"1043.475586";"1043.188477";"1034.738525";"1034.227173";"1033.577881";"1032.991821";"1033.210815";"1031.677124"
"ColorTemp";"5454.000000";"5454.000000";"13484.000000";"7364.000000";"6367.000000";"6347.000000";"6295.000000";"6235.000000";"6256.000000";"6396.000000";"6343.000000";"6270.000000";"6358.000000";"6321.000000";"6272.000000";"6248.000000";"6217.000000";"6236.000000";"6267.000000";"6254.000000";"6260.000000";"6249.000000";"6233.000000";"6264.000000";"6246.000000";"6281.000000";"6286.000000";"6292.000000";"6277.000000";"6279.000000";"6249.000000";"6260.000000";"6274.000000";"6291.000000";"6301.000000";"6317.000000";"6315.000000";"6315.000000";"6316.000000";"6319.000000";"6322.000000";"6325.000000";"6327.000000";"6329.000000";"6331.000000";"6333.000000";"6334.000000";"6334.000000";"6336.000000";"6337.000000";"6334.000000"
"DeltaE";"0.000000";"0.000000";"0.013717";"0.017738";"0.005782";"0.003775";"0.007994";"0.018256";"0.037569";"0.013678";"0.027360";"0.052813";"0.047463";"0.081922";"0.130657";"0.233146";"0.270833";"0.273870";"0.304483";"0.358928";"0.406822";"0.468824";"0.573427";"0.578191";"0.663130";"0.643908";"0.712790";"0.724524";"0.895043";"0.938233";"1.140301";"1.168820";"1.187516";"1.216184";"1.297586";"1.350357";"1.481476";"1.684095";"1.700133";"1.697148";"1.684495";"1.678295";"1.672432";"1.682595";"1.679727";"1.685268";"1.675257";"1.693376";"1.675075";"1.672244";"1.679330"
