"Num";"Name";"Export Date";"Sensor";"Generator";"Infos"
"1";"Color Measures1";"Saturday, June 20, 2026 02:00:25";"X-Rite i1 DisplayPro, ColorMunki Display";"View images";"Calibration by:   Display:   Note:   "
