"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.006544";"0.029890";"0.072967";"0.154408";"0.264649";"0.414696";"0.702166";"1.034294";"1.444255";"2.191283";"2.906600";"4.180773";"5.338222";"6.996288";"9.395720";"11.817571";"14.876269";"19.779236";"23.751507";"31.254673";"38.354698";"46.058823";"59.264523";"71.563423";"89.616119";"107.522606";"129.340607";"162.367813";"190.863129";"222.306122";"255.652634";"256.026245";"256.114471";"256.086975";"256.175232";"256.079132";"256.057526";"256.181091";"256.253540";"256.363373";"256.236908";"256.404572";"256.276062";"256.303528";"256.429993";"255.951981";"256.066772";"256.119659";"256.261932";"256.168732"
"Y";"0.000000";"0.005885";"0.027330";"0.070915";"0.154940";"0.272880";"0.432111";"0.726190";"1.065756";"1.496295";"2.265635";"2.998580";"4.336054";"5.530201";"7.241799";"9.738018";"12.201716";"15.353168";"20.429159";"24.537115";"32.330765";"39.686077";"47.672600";"61.383999";"74.162323";"92.605080";"111.147011";"133.736725";"167.858032";"197.834351";"229.779404";"264.644348";"265.011810";"265.131042";"265.071960";"265.191223";"265.118134";"265.134766";"265.266907";"265.344818";"265.447418";"265.344238";"265.536011";"265.421051";"265.480103";"265.583282";"264.961884";"265.047333";"265.153656";"265.298157";"265.196106"
"Z";"0.000000";"0.010237";"0.043204";"0.091886";"0.175419";"0.298257";"0.460455";"0.789745";"1.155241";"1.633760";"2.478764";"3.295395";"4.756882";"6.055251";"7.951874";"10.577414";"13.424703";"16.863955";"22.498217";"26.942814";"35.356083";"43.371937";"52.180817";"66.786171";"81.227592";"101.542458";"121.780273";"146.304535";"184.078171";"216.068527";"252.484222";"289.712555";"290.267090";"290.425781";"290.425232";"290.583923";"290.425812";"290.426086";"290.584747";"290.900818";"291.059204";"290.821991";"291.059998";"290.980438";"290.980988";"291.218170";"291.292328";"291.371643";"291.530334";"291.610168";"291.530579"
"R";"0.000000";"0.006547";"0.030641";"0.076753";"0.165504";"0.281673";"0.441516";"0.746961";"1.103714";"1.533085";"2.327708";"3.088031";"4.429288";"5.662482";"7.419418";"9.985236";"12.544921";"15.803224";"20.986757";"25.218380";"33.194733";"40.735638";"48.888119";"62.979820";"75.888313";"95.170975";"114.186897";"137.391632";"172.379745";"202.527908";"235.914627";"271.324524";"271.694641";"271.763489";"271.737457";"271.806305";"271.707428";"271.664368";"271.789276";"271.805847";"271.917755";"271.797455";"271.956787";"271.797211";"271.823242";"271.943542";"271.325165";"271.471741";"271.484528";"271.657104";"271.553619"
"G";"0.000000";"0.005311";"0.024934";"0.067436";"0.150285";"0.269373";"0.429292";"0.718210";"1.051455";"1.481648";"2.240573";"2.961358";"4.296948";"5.476096";"7.167380";"9.644234";"12.057069";"15.166409";"20.191818";"24.254128";"31.982912";"39.265640";"47.178467";"60.769096";"73.453384";"91.550819";"109.904846";"132.261917";"165.995621";"195.959167";"227.209732";"261.924042";"262.277710";"262.414124";"262.336975";"262.473389";"262.416840";"262.458099";"262.591827";"262.674469";"262.769623";"262.683411";"262.885376";"262.783936";"262.861115";"262.947327";"262.262695";"262.325531";"262.464630";"262.604645";"262.500519"
"B";"0.000000";"0.009508";"0.040064";"0.084827";"0.161373";"0.274008";"0.422665";"0.725407";"1.061105";"1.500773";"2.277189";"3.027871";"4.370124";"5.562763";"7.305761";"9.715049";"12.335051";"15.494605";"20.672470";"24.754444";"32.480259";"39.843277";"47.937126";"61.344475";"74.621284";"93.291153";"111.881607";"134.406525";"169.119247";"198.480408";"231.978836";"266.151611";"266.664948";"266.810913";"266.812439";"266.958405";"266.810852";"266.810028";"266.956055";"267.251770";"267.398560";"267.177277";"267.396271";"267.323944";"267.322418";"267.543701";"267.631744";"267.704803";"267.850739";"267.922272";"267.850006"
"ColorTemp";"5454.000000";"11091.000000";"8916.000000";"7007.000000";"6243.000000";"6306.000000";"6252.000000";"6305.000000";"6243.000000";"6352.000000";"6343.000000";"6349.000000";"6396.000000";"6370.000000";"6381.000000";"6320.000000";"6367.000000";"6350.000000";"6377.000000";"6359.000000";"6345.000000";"6344.000000";"6358.000000";"6325.000000";"6376.000000";"6352.000000";"6351.000000";"6343.000000";"6358.000000";"6359.000000";"6370.000000";"6361.000000";"6363.000000";"6365.000000";"6365.000000";"6367.000000";"6366.000000";"6368.000000";"6368.000000";"6374.000000";"6374.000000";"6373.000000";"6374.000000";"6376.000000";"6376.000000";"6377.000000";"6390.000000";"6389.000000";"6392.000000";"6390.000000";"6390.000000"
"DeltaE";"0.000000";"0.012267";"0.044433";"0.051695";"0.031727";"0.017706";"0.039524";"0.040446";"0.075253";"0.074029";"0.129344";"0.204228";"0.204400";"0.243421";"0.326554";"0.331207";"0.518612";"0.570876";"0.686857";"0.685953";"0.673362";"0.721979";"0.788667";"0.820835";"0.903990";"1.180987";"1.231849";"1.273896";"1.475267";"1.260398";"1.772593";"1.586304";"1.611536";"1.606340";"1.624440";"1.619542";"1.600505";"1.585649";"1.586421";"1.618234";"1.628933";"1.601433";"1.600240";"1.601258";"1.582161";"1.610026";"1.784043";"1.790760";"1.785022";"1.769953";"1.777922"
