"Num";"Name";"Export Date";"Sensor";"Generator";"Infos"
"1";"Color Measures1";"Tuesday, June 16, 2026 16:39:34";"X-Rite i1 DisplayPro, ColorMunki Display";"View images";"Calibration by:   Display:   Note:   Color Checker sweeps active:  GCD Classic     "
