"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.035697";"0.097425";"0.160628";"0.245425";"0.331174";"0.438378";"0.627715";"0.864725";"1.178704";"1.774184";"2.296183";"3.215663";"4.055376";"5.184958";"6.890996";"8.622124";"10.920546";"14.292624";"17.768560";"22.997280";"27.913984";"33.363197";"42.153187";"50.843178";"64.831123";"78.933105";"93.965607";"116.954414";"138.075958";"164.802414";"205.949600";"244.922653";"256.869843";"256.878632";"257.086609";"257.073792";"257.033508";"257.157074";"257.056030";"257.220734";"257.295227";"257.451233";"257.283539";"257.402161";"257.284454";"257.372681";"257.261627";"257.336121";"257.314545";"257.325378"
"Y";"0.000000";"0.032969";"0.096042";"0.161283";"0.252824";"0.343342";"0.456335";"0.656169";"0.894310";"1.219078";"1.830201";"2.378301";"3.327825";"4.213132";"5.379962";"7.130838";"8.975022";"11.281204";"14.786399";"18.353960";"23.807556";"28.913080";"34.531128";"43.700504";"52.599266";"67.098793";"81.858177";"97.318314";"121.145729";"142.961395";"170.609421";"213.399826";"253.639297";"265.993256";"266.039948";"266.227448";"266.290802";"266.295044";"266.427216";"266.371307";"266.458405";"266.548096";"266.722137";"266.530365";"266.679688";"266.623230";"266.742462";"266.587280";"266.676971";"266.693604";"266.752106"
"Z";"0.000000";"0.052665";"0.122982";"0.185057";"0.282850";"0.386335";"0.493282";"0.721196";"0.974894";"1.331232";"2.036974";"2.637641";"3.672763";"4.638387";"5.910425";"7.789276";"9.770970";"12.375578";"16.308199";"20.275797";"26.070518";"31.705050";"38.052734";"47.895199";"57.577320";"73.765427";"89.640404";"107.017540";"133.285522";"157.173355";"187.962708";"235.024231";"279.148804";"292.561676";"292.641022";"292.799927";"292.879578";"292.958710";"293.117371";"293.038330";"293.354034";"293.512451";"293.592560";"293.354553";"293.592316";"293.434479";"293.593170";"293.828583";"293.987000";"293.987305";"293.909027"
"R";"0.000000";"0.036208";"0.101921";"0.171484";"0.259710";"0.348494";"0.465235";"0.661431";"0.919304";"1.252486";"1.878521";"2.427454";"3.405854";"4.287773";"5.489519";"7.319337";"9.132979";"11.598296";"15.143731";"18.836403";"24.404165";"29.600712";"35.348389";"44.682285";"53.981396";"68.734573";"83.670418";"99.573769";"123.906296";"146.352036";"174.596191";"218.086487";"259.496094";"272.212372";"272.190735";"272.440796";"272.376099";"272.285370";"272.410278";"272.276733";"272.448486";"272.504333";"272.689941";"272.530579";"272.620850";"272.478912";"272.547760";"272.352661";"272.408508";"272.365448";"272.383057"
"G";"0.000000";"0.030326";"0.092239";"0.156542";"0.249528";"0.340312";"0.453180";"0.653576";"0.884519";"1.205798";"1.807804";"2.355265";"3.293482";"4.179977";"5.333132";"7.055645";"8.913886";"11.150558";"14.630574";"18.142717";"23.563879";"28.627872";"34.176590";"43.293858";"52.037823";"66.405899";"81.113075";"96.356331";"119.961075";"141.521179";"168.881378";"211.361603";"251.121414";"263.337952";"263.408875";"263.575806";"263.687988";"263.722992";"263.856720";"263.832489";"263.868439";"263.966309";"264.144867";"263.942932";"264.108978";"264.093689";"264.230103";"264.056976";"264.154846";"264.196106";"264.282227"
"B";"0.000000";"0.048840";"0.113482";"0.170292";"0.260011";"0.355154";"0.452975";"0.662503";"0.895527";"1.222910";"1.872211";"2.423911";"3.374789";"4.261526";"5.430032";"7.155453";"8.974223";"11.370136";"14.984930";"18.631844";"23.950485";"29.127583";"34.964069";"44.000301";"52.895275";"67.773949";"82.348495";"98.324791";"122.460335";"144.406433";"172.704437";"215.940445";"256.480072";"268.799744";"268.872681";"269.018036";"269.090149";"269.163788";"269.309814";"269.235962";"269.532593";"269.679352";"269.750122";"269.531128";"269.750824";"269.602478";"269.748444";"269.974915";"270.121674";"270.120850";"270.044800"
"ColorTemp";"5454.000000";"9353.000000";"7082.000000";"6349.000000";"6460.000000";"6576.000000";"6336.000000";"6497.000000";"6321.000000";"6334.000000";"6438.000000";"6458.000000";"6414.000000";"6440.000000";"6411.000000";"6342.000000";"6384.000000";"6352.000000";"6406.000000";"6400.000000";"6363.000000";"6379.000000";"6405.000000";"6385.000000";"6353.000000";"6388.000000";"6383.000000";"6397.000000";"6402.000000";"6392.000000";"6406.000000";"6413.000000";"6402.000000";"6397.000000";"6399.000000";"6397.000000";"6400.000000";"6404.000000";"6405.000000";"6406.000000";"6408.000000";"6410.000000";"6408.000000";"6406.000000";"6409.000000";"6410.000000";"6411.000000";"6420.000000";"6421.000000";"6423.000000";"6421.000000"
"DeltaE";"0.000000";"0.054694";"0.064015";"0.038897";"0.030038";"0.045034";"0.021074";"0.025888";"0.048686";"0.066557";"0.183538";"0.196135";"0.225964";"0.214561";"0.244394";"0.292848";"0.216467";"0.449992";"0.577005";"0.714468";"0.570746";"0.630167";"0.833662";"0.715137";"0.844196";"1.029994";"0.897812";"1.181566";"1.307620";"1.387367";"1.612443";"1.682103";"1.790983";"1.788578";"1.784500";"1.782336";"1.763704";"1.767799";"1.770027";"1.752898";"1.825943";"1.837084";"1.807986";"1.805954";"1.816608";"1.776938";"1.776478";"1.886101";"1.898586";"1.884590";"1.836684"
