"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.130351";"0.307563";"0.479470";"0.817815";"1.145293";"1.637555";"2.316728";"3.213402";"4.363736";"6.374510";"8.286198";"11.725421";"15.321469";"19.691927";"25.935749";"32.243221";"40.127850";"52.058407";"65.346153";"85.477264";"104.177963";"124.744263";"158.595627";"191.562561";"241.192886";"291.366943";"349.477234";"437.187744";"516.616943";"603.250427";"731.910034";"852.020386";"887.504700";"907.416687";"906.676025";"905.722534";"904.898743";"903.864990";"902.454590";"917.565552";"916.443542";"913.703857";"912.475769";"911.304749";"926.795227";"925.581116";"924.033386";"923.010437";"921.578186";"932.589172"
"Y";"0.000000";"0.127349";"0.317394";"0.498910";"0.850048";"1.189161";"1.718417";"2.421374";"3.335656";"4.548315";"6.626233";"8.626194";"12.150733";"15.839319";"20.402784";"26.879770";"33.387951";"41.502911";"53.856308";"67.651543";"88.665504";"107.973007";"129.373825";"164.424942";"198.713074";"250.133667";"302.218658";"362.338715";"453.362549";"535.467041";"625.702026";"758.278320";"882.235535";"918.970764";"939.778992";"938.811646";"937.807678";"936.971252";"935.935486";"934.427612";"950.308594";"949.153625";"946.128845";"944.801514";"943.737732";"960.061890";"958.723755";"957.054199";"956.076965";"954.626038";"966.243347"
"Z";"0.000000";"0.176400";"0.360895";"0.553259";"0.945303";"1.303351";"1.866316";"2.693611";"3.708830";"5.058561";"7.309502";"9.525870";"13.352638";"17.498350";"22.419462";"29.404066";"36.625359";"45.592583";"58.926643";"74.163597";"96.627289";"118.132019";"141.544556";"179.798019";"216.627258";"272.974457";"329.326538";"395.354645";"495.350250";"586.686951";"687.073303";"833.959595";"968.957581";"1009.194214";"1032.051025";"1031.491577";"1030.695923";"1029.586182";"1028.475098";"1026.887207";"1044.268799";"1042.999023";"1040.375000";"1039.261597";"1037.835327";"1055.772217";"1054.185303";"1052.438599";"1051.249268";"1050.135376";"1063.229004"
"R";"0.000000";"0.133773";"0.323638";"0.505434";"0.862019";"1.212839";"1.726982";"2.433222";"3.390049";"4.591434";"6.733768";"8.742497";"12.423129";"16.233812";"20.866219";"27.511047";"34.194077";"42.570610";"55.278496";"69.321205";"90.712730";"110.498734";"132.259323";"168.209900";"203.274475";"255.904770";"309.230896";"370.870972";"463.725098";"547.729675";"638.916687";"775.404663";"903.294617";"940.946838";"961.935791";"961.150146";"960.072021";"959.236633";"958.111877";"956.629395";"972.516724";"971.323120";"968.360901";"967.006897";"965.736389";"981.976807";"980.770691";"979.150269";"978.043152";"976.382751";"987.834961"
"G";"0.000000";"0.121737";"0.313707";"0.495552";"0.843777";"1.179272";"1.715502";"2.412078";"3.308218";"4.522843";"6.576724";"8.570099";"12.034953";"15.665463";"20.206150";"26.623619";"33.052811";"41.055416";"53.280926";"66.962326";"87.864342";"106.946396";"128.198593";"162.893433";"196.922104";"247.843811";"299.477081";"358.960602";"449.201385";"530.408630";"620.098511";"750.947815";"873.376526";"909.736328";"930.458069";"929.379395";"928.379578";"927.559204";"926.556580";"925.034363";"940.905701";"939.766724";"936.662292";"935.317871";"934.356506";"950.699951";"949.321289";"947.626770";"946.710327";"945.302124";"956.947021"
"B";"0.000000";"0.163053";"0.331878";"0.508388";"0.868714";"1.197330";"1.713791";"2.475165";"3.408396";"4.648509";"6.715892";"8.752290";"12.267708";"16.079380";"20.597857";"27.011715";"33.648365";"41.889091";"54.134247";"68.134537";"88.755676";"108.521057";"130.027298";"165.166855";"198.981583";"250.746887";"302.497955";"363.161896";"455.029663";"538.974609";"631.225220";"766.217529";"890.226746";"927.191589";"948.188049";"947.689148";"946.965759";"945.941345";"944.920593";"943.464172";"959.427979";"958.261292";"955.869995";"954.856079";"953.537170";"970.011963";"968.552612";"966.950928";"965.854126";"964.841553";"976.875305"
"ColorTemp";"5454.000000";"7879.000000";"6602.000000";"6509.000000";"6518.000000";"6402.000000";"6456.000000";"6582.000000";"6502.000000";"6550.000000";"6460.000000";"6484.000000";"6399.000000";"6409.000000";"6397.000000";"6368.000000";"6378.000000";"6375.000000";"6350.000000";"6371.000000";"6352.000000";"6370.000000";"6377.000000";"6370.000000";"6355.000000";"6359.000000";"6351.000000";"6355.000000";"6367.000000";"6380.000000";"6404.000000";"6402.000000";"6386.000000";"6385.000000";"6388.000000";"6389.000000";"6391.000000";"6390.000000";"6390.000000";"6390.000000";"6392.000000";"6392.000000";"6395.000000";"6397.000000";"6397.000000";"6400.000000";"6398.000000";"6398.000000";"6398.000000";"6402.000000";"6406.000000"
"DeltaE";"0.000000";"0.035109";"0.015204";"0.010394";"0.020293";"0.015375";"0.006544";"0.055549";"0.080579";"0.105626";"0.109652";"0.144821";"0.184609";"0.298230";"0.271544";"0.279671";"0.357909";"0.446026";"0.460275";"0.519048";"0.482770";"0.583316";"0.608908";"0.685234";"0.695793";"0.784621";"0.837275";"0.931347";"1.022343";"1.197711";"1.322824";"1.592735";"1.649719";"1.670821";"1.670072";"1.712829";"1.730624";"1.718007";"1.715995";"1.722612";"1.711323";"1.709924";"1.762839";"1.786869";"1.759234";"1.748568";"1.746863";"1.756055";"1.742248";"1.767899";"1.780122"
