"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.097154";"0.243754";"0.388727";"0.715948";"1.034790";"1.507267";"2.169884";"3.066315";"4.218853";"6.246997";"8.252838";"11.806921";"15.445338";"19.960960";"26.487257";"33.059643";"41.146454";"53.798885";"67.889015";"88.405701";"107.399933";"129.453186";"165.770859";"199.363312";"251.421143";"305.207245";"365.180817";"457.287323";"543.231873";"646.574341";"811.231201";"965.785095";"1013.772949";"1012.890747";"1012.115723";"1012.593384";"1014.979431";"1015.666809";"1013.822998";"1014.068970";"1013.837952";"1011.975525";"1012.132324";"1014.709961";"1014.858948";"1015.120728";"1013.123901";"1012.763733";"1010.004211";"1009.960083"
"Y";"0.000000";"0.095861";"0.253412";"0.406443";"0.744920";"1.077436";"1.583152";"2.263254";"3.185282";"4.386546";"6.480576";"8.569613";"12.185548";"15.931185";"20.610176";"27.364368";"34.056335";"42.416752";"55.591469";"70.065834";"91.424713";"110.894012";"133.904221";"171.268112";"205.903549";"260.094727";"315.415161";"377.576935";"472.903900";"561.356750";"668.448792";"838.448669";"997.669495";"1047.533691";"1046.688721";"1045.934937";"1046.463013";"1048.957764";"1049.725342";"1047.882690";"1048.228027";"1047.964844";"1046.243408";"1046.376709";"1048.884521";"1049.063843";"1049.450562";"1047.538574";"1047.240967";"1044.284790";"1044.225220"
"Z";"0.000000";"0.124901";"0.275733";"0.434532";"0.797349";"1.144094";"1.699099";"2.436570";"3.409243";"4.757269";"7.020732";"9.201685";"13.280702";"17.183264";"22.262741";"29.564638";"36.944489";"45.913509";"60.042183";"76.071747";"98.774117";"120.200371";"145.201553";"185.362381";"223.296860";"280.767975";"341.635406";"408.545288";"513.458923";"610.830933";"728.602051";"913.127197";"1087.482544";"1141.374756";"1141.132812";"1140.496948";"1141.052856";"1144.145874";"1145.176636";"1142.956055";"1143.510986";"1142.562500";"1140.264526";"1140.580811";"1143.436401";"1143.753296";"1144.150757";"1141.772339";"1141.691895";"1139.384277";"1139.304932"
"R";"0.000000";"0.101034";"0.258436";"0.412634";"0.762031";"1.103236";"1.593805";"2.302512";"3.266948";"4.476599";"6.639847";"8.787491";"12.568873";"16.493599";"21.293982";"28.244719";"35.276955";"43.912796";"57.366413";"72.344116";"94.214386";"114.466591";"137.804749";"176.683136";"212.417923";"267.945099";"325.176910";"389.065887";"486.689636";"578.091431";"687.560669";"862.994812";"1027.496582";"1078.482910";"1077.330444";"1076.429199";"1076.920532";"1079.345337";"1079.991211";"1078.044067";"1078.202881";"1078.140259";"1076.137695";"1076.279297";"1079.088623";"1079.200317";"1079.411377";"1077.266235";"1076.774292";"1073.673462";"1073.639038"
"G";"0.000000";"0.092157";"0.251479";"0.404705";"0.739418";"1.069828";"1.581072";"2.250324";"3.158475";"4.353187";"6.421727";"8.495767";"12.035761";"15.726413";"20.359564";"27.041819";"33.593990";"41.858608";"54.943031";"69.199821";"90.406090";"109.552742";"132.440231";"169.259491";"203.449982";"257.249634";"311.776093";"373.331696";"467.675293";"554.896057";"660.969727";"828.908630";"985.998413";"1035.460449";"1034.678833";"1033.967163";"1034.510986";"1037.001831";"1037.800659";"1036.016235";"1036.419312";"1036.132812";"1034.555664";"1034.671509";"1037.051880";"1037.247559";"1037.704346";"1035.907349";"1035.665039";"1032.689941";"1032.621704"
"B";"0.000000";"0.115293";"0.253251";"0.398880";"0.732013";"1.050111";"1.559730";"2.237159";"3.129968";"4.369000";"6.447800";"8.448680";"12.199880";"15.780766";"20.446074";"27.152004";"33.934856";"42.170345";"55.141773";"69.873947";"90.712013";"110.401711";"133.362137";"170.243362";"205.095596";"257.844147";"313.774841";"375.215088";"471.610016";"561.084656";"669.288635";"838.777771";"998.967957";"1048.457764";"1048.250488";"1047.669922";"1048.179443";"1051.029053";"1051.979614";"1049.933716";"1050.446045";"1049.559692";"1047.435303";"1047.730347";"1050.359009";"1050.652466";"1051.015137";"1048.820801";"1048.751343";"1046.654907";"1046.581909"
"ColorTemp";"5454.000000";"7279.000000";"6366.000000";"6310.000000";"6265.000000";"6221.000000";"6385.000000";"6330.000000";"6248.000000";"6345.000000";"6313.000000";"6264.000000";"6297.000000";"6221.000000";"6242.000000";"6250.000000";"6245.000000";"6238.000000";"6250.000000";"6271.000000";"6260.000000";"6265.000000";"6287.000000";"6262.000000";"6271.000000";"6259.000000";"6270.000000";"6268.000000";"6294.000000";"6300.000000";"6316.000000";"6308.000000";"6308.000000";"6308.000000";"6313.000000";"6315.000000";"6315.000000";"6317.000000";"6319.000000";"6319.000000";"6321.000000";"6316.000000";"6316.000000";"6317.000000";"6316.000000";"6317.000000";"6318.000000";"6318.000000";"6320.000000";"6324.000000";"6324.000000"
"DeltaE";"0.000000";"0.018036";"0.002492";"0.007768";"0.014757";"0.028742";"0.022816";"0.031186";"0.065585";"0.047253";"0.084018";"0.155722";"0.185922";"0.286005";"0.316811";"0.369820";"0.435810";"0.499693";"0.554529";"0.582689";"0.682253";"0.735553";"0.727129";"0.904443";"0.950603";"1.109426";"1.139245";"1.233938";"1.230851";"1.332764";"1.379360";"1.536662";"1.686623";"1.694502";"1.685636";"1.680771";"1.678025";"1.677219";"1.673040";"1.665803";"1.658290";"1.659767";"1.641444";"1.643587";"1.658889";"1.656539";"1.646427";"1.632245";"1.624824";"1.633399";"1.634556"
