"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.091955";"0.233317";"0.379311";"0.695863";"1.019594";"1.483288";"2.146462";"3.032902";"4.184882";"6.218957";"8.226651";"11.769707";"15.396263";"19.884405";"26.344990";"32.870361";"41.045406";"53.617462";"67.702629";"88.204742";"107.337120";"128.861679";"165.028305";"199.070923";"251.095383";"304.773834";"365.067261";"457.207886";"543.322266";"646.464783";"811.266907";"968.775818";"1018.519470";"1019.820557";"1018.955383";"1019.569153";"1020.096741";"1020.695862";"1020.933105";"1021.317505";"1021.510620";"1017.594177";"1011.554260";"1011.575684";"1011.796448";"1011.999451";"1012.022949";"1012.173035";"1012.527954";"1012.616211"
"Y";"0.000000";"0.090592";"0.241100";"0.396671";"0.723585";"1.057541";"1.559482";"2.236443";"3.149692";"4.346685";"6.437728";"8.507645";"12.147324";"15.888742";"20.508669";"27.219864";"33.881191";"42.360847";"55.370167";"69.861717";"91.231834";"110.822037";"133.383606";"170.556290";"205.660690";"259.717102";"315.080383";"377.544098";"472.831390";"561.621399";"668.305908";"838.554993";"1000.714905";"1052.569824";"1053.974609";"1053.223389";"1053.994263";"1054.523926";"1055.172363";"1055.470947";"1055.896973";"1056.135986";"1052.105347";"1045.925903";"1046.083252";"1046.207397";"1046.412109";"1046.581177";"1046.679565";"1047.034668";"1047.153931"
"Z";"0.000000";"0.119110";"0.265281";"0.422404";"0.777993";"1.131795";"1.671232";"2.428870";"3.408526";"4.737247";"6.994706";"9.172347";"13.160846";"17.183022";"22.261963";"29.484812";"36.706779";"45.834488";"59.803913";"75.912575";"98.378502";"120.199867";"144.646362";"184.647980";"223.137756";"280.607544";"341.002686";"408.072174";"513.379639";"610.675720";"727.969910";"912.497192";"1090.421143";"1146.062744";"1148.202148";"1147.409058";"1148.361328";"1149.153564";"1150.025757";"1150.501221";"1150.977539";"1151.373657";"1147.166260";"1140.499634";"1140.816772";"1140.895996";"1141.134033";"1141.293579";"1141.372803";"1142.006226";"1142.164917"
"R";"0.000000";"0.095450";"0.247547";"0.403019";"0.740046";"1.087344";"1.568121";"2.273794";"3.222431";"4.437535";"6.613548";"8.772012";"12.548954";"16.424513";"21.198868";"28.072124";"35.074554";"43.779243";"57.194057";"72.137100";"94.038246";"114.384491";"137.115219";"175.842651";"212.042694";"267.560852";"324.712250";"389.002502";"486.599152";"578.191772";"687.583679";"863.177917";"1030.802734";"1083.651855";"1084.843628";"1083.826538";"1084.364746";"1084.881226";"1085.458130";"1085.638672";"1086.026489";"1086.172485";"1081.949097";"1075.468018";"1075.368408";"1075.683105";"1075.898560";"1075.838257";"1076.040894";"1076.363281";"1076.432129"
"G";"0.000000";"0.087015";"0.238370";"0.394995";"0.718015";"1.047605";"1.558357";"2.222478";"3.123208";"4.311084";"6.370747";"8.412589";"11.996893";"15.690519";"20.246504";"26.901817";"33.433311";"41.834358";"54.702499";"68.991608";"90.222046";"109.478271";"131.984253";"168.592606";"203.249832";"256.853882";"311.513885";"373.346832";"467.609772";"555.261230";"660.801819";"829.046692";"988.973694";"1040.510742";"1041.947876";"1041.297974";"1042.149780";"1042.666870";"1043.329224";"1043.661377";"1044.101196";"1044.364990";"1040.394287";"1034.326904";"1034.571899";"1034.626709";"1034.825928";"1035.086182";"1035.146362";"1035.493774";"1035.630127"
"B";"0.000000";"0.109970";"0.243746";"0.387705";"0.714335";"1.039107";"1.534064";"2.230638";"3.130225";"4.351243";"6.424617";"8.423227";"12.087932";"15.781487";"20.448330";"27.080465";"33.715046";"42.096500";"54.923542";"69.729424";"90.343979";"110.403206";"132.850876";"169.587631";"204.950928";"257.703369";"313.185364";"374.768738";"471.536987";"560.928711";"668.697205";"838.180298";"1001.659119";"1052.743042";"1054.721680";"1053.991211";"1054.866333";"1055.599487";"1056.403931";"1056.843384";"1057.280640";"1057.647095";"1053.786377";"1047.662964";"1047.955444";"1048.028687";"1048.247681";"1048.391235";"1048.464355";"1049.052124";"1049.198120"
"ColorTemp";"5454.000000";"7358.000000";"6376.000000";"6286.000000";"6288.000000";"6231.000000";"6385.000000";"6377.000000";"6317.000000";"6367.000000";"6309.000000";"6247.000000";"6257.000000";"6244.000000";"6263.000000";"6268.000000";"6243.000000";"6248.000000";"6243.000000";"6275.000000";"6250.000000";"6269.000000";"6295.000000";"6267.000000";"6278.000000";"6263.000000";"6268.000000";"6264.000000";"6294.000000";"6298.000000";"6312.000000";"6303.000000";"6305.000000";"6305.000000";"6309.000000";"6311.000000";"6313.000000";"6314.000000";"6315.000000";"6317.000000";"6317.000000";"6318.000000";"6320.000000";"6321.000000";"6323.000000";"6322.000000";"6322.000000";"6323.000000";"6322.000000";"6324.000000";"6324.000000"
"DeltaE";"0.000000";"0.017877";"0.004095";"0.009017";"0.011815";"0.022568";"0.024437";"0.019156";"0.039966";"0.045209";"0.087251";"0.151051";"0.199772";"0.259798";"0.295844";"0.341438";"0.432822";"0.479262";"0.566366";"0.578753";"0.720054";"0.726801";"0.697675";"0.881019";"0.926548";"1.082845";"1.142050";"1.259920";"1.228033";"1.319920";"1.384374";"1.537593";"1.692422";"1.690244";"1.680692";"1.667285";"1.654905";"1.655539";"1.652696";"1.647671";"1.645358";"1.641720";"1.637436";"1.627854";"1.615929";"1.625268";"1.625868";"1.613015";"1.618144";"1.619681";"1.617311"
