"Measure";"0";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50"
"% White";"0.000000";"1.826484";"4.109589";"5.936073";"8.219178";"10.045662";"11.872146";"14.155252";"15.981735";"17.808220";"20.091324";"21.917809";"24.200912";"26.027397";"27.853882";"30.136986";"31.963470";"33.789955";"36.073059";"37.899544";"40.182648";"42.009132";"43.835617";"46.118721";"47.945206";"50.228310";"52.054794";"53.881279";"56.164383";"57.990868";"59.817352";"62.100456";"63.926941";"66.210045";"68.036530";"69.863014";"72.146118";"73.972603";"75.799088";"78.082191";"79.908676";"82.191780";"84.018265";"85.844749";"88.127853";"89.954338";"91.780823";"94.063927";"95.890411";"98.173515";"100.000000"
"X";"0.000000";"0.156091";"0.359906";"0.554443";"0.925732";"1.279749";"1.805551";"2.560913";"3.496816";"4.741919";"6.889040";"8.967055";"12.721965";"16.501360";"21.096436";"27.710964";"34.309692";"42.605408";"55.283169";"69.390862";"90.144768";"109.327141";"130.755524";"166.663651";"200.607162";"252.715256";"305.663940";"365.935699";"457.524902";"541.272888";"643.253479";"803.831299";"956.946777";"1004.702148";"1003.986755";"1003.164001";"1002.590027";"1003.024414";"1003.398926";"1003.508728";"1002.736023";"1002.758545";"1004.976074";"1005.044678";"1005.145752";"1007.211975";"1005.234924";"1004.175476";"1005.282837";"1005.472107";"1004.465820"
"Y";"0.000000";"0.153724";"0.373215";"0.579561";"0.967322";"1.325019";"1.889446";"2.672967";"3.652508";"4.955919";"7.141443";"9.335184";"13.208910";"17.083452";"21.834974";"28.708403";"35.540501";"44.181278";"57.269615";"71.837402";"93.494926";"113.220436";"135.575272";"172.639359";"208.007233";"261.932281";"316.961609";"379.522003";"474.458344";"561.072571";"667.354614";"833.234802";"991.544128";"1040.905273";"1040.292725";"1039.321655";"1038.894531";"1039.322144";"1039.782471";"1039.885010";"1038.969238";"1039.045410";"1041.389282";"1041.403198";"1041.459106";"1043.785645";"1041.671265";"1040.762207";"1041.794800";"1041.969849";"1040.993286"
"Z";"0.000000";"0.220125";"0.434548";"0.653142";"1.083719";"1.483060";"2.072982";"2.955645";"4.025025";"5.495942";"8.042560";"10.324710";"14.528212";"18.847696";"24.006491";"31.467073";"39.085026";"48.292854";"62.735950";"78.924248";"102.102142";"124.003677";"148.448288";"189.002121";"227.416473";"286.146454";"345.752563";"414.479767";"519.470398";"615.175659";"732.155457";"914.997253";"1088.560425";"1143.867920";"1143.627808";"1144.094116";"1143.697632";"1144.410278";"1145.044800";"1145.203125";"1144.092163";"1144.171875";"1146.790649";"1146.948242";"1147.027344";"1149.804443";"1147.265869";"1146.314209";"1147.503784";"1147.741455";"1146.630981"
"R";"0.000000";"0.157499";"0.374975";"0.580143";"0.970490";"1.349794";"1.902172";"2.696516";"3.683752";"4.984834";"7.248035";"9.456695";"13.459588";"17.474838";"22.365715";"29.385300";"36.352589";"45.186813";"58.634975";"73.569382";"95.620163";"115.983795";"138.623428";"176.805862";"212.761185";"268.150360";"324.367706";"388.166412";"485.021576";"573.729004";"681.349060";"851.672913";"1014.230347";"1064.637939";"1063.688721";"1062.503540";"1061.770752";"1062.183716";"1062.502075";"1062.614014";"1061.894775";"1061.886108";"1064.195679";"1064.268433";"1064.401978";"1066.417847";"1064.419189";"1063.165039";"1064.397339";"1064.599731";"1063.500977"
"G";"0.000000";"0.147902";"0.370206";"0.577516";"0.963585";"1.312079";"1.883229";"2.660113";"3.636443";"4.936502";"7.078085";"9.274856";"13.099644";"16.911257";"21.609932";"28.428612";"35.193489";"43.775810";"56.708672";"71.107262";"92.645645";"112.088524";"134.324417";"170.938278";"206.086273";"259.442078";"314.036377";"376.066193";"470.124420";"555.811218";"661.471008";"825.443298";"982.006104";"1030.832275";"1030.315430";"1029.301514";"1028.987427";"1029.400269";"1029.904785";"1029.999878";"1029.017090";"1029.126587";"1031.478149";"1031.457520";"1031.481812";"1033.908813";"1031.769043";"1030.990723";"1031.940430";"1032.101074";"1031.175659"
"B";"0.000000";"0.203576";"0.399808";"0.600368";"0.996014";"1.363210";"1.904155";"2.715595";"3.697755";"5.049837";"7.393605";"9.486625";"13.347629";"17.318304";"22.056641";"28.908539";"35.910198";"44.362381";"57.634190";"72.512245";"93.789742";"113.919594";"136.372650";"173.629745";"208.908981";"262.855865";"317.595825";"380.736542";"477.211578";"565.155823";"672.624817";"840.632202";"1000.089600";"1050.930420";"1050.717773";"1051.184082";"1050.818726";"1051.479492";"1052.064209";"1052.210938";"1051.189819";"1051.261963";"1053.668213";"1053.817383";"1053.891235";"1056.444702";"1054.108521";"1053.232056";"1054.328125";"1054.547974";"1053.525635"
"ColorTemp";"5454.000000";"8494.000000";"6847.000000";"6681.000000";"6632.000000";"6521.000000";"6496.000000";"6523.000000";"6507.000000";"6559.000000";"6581.000000";"6496.000000";"6427.000000";"6416.000000";"6389.000000";"6378.000000";"6400.000000";"6369.000000";"6373.000000";"6386.000000";"6365.000000";"6368.000000";"6380.000000";"6368.000000";"6370.000000";"6360.000000";"6355.000000";"6365.000000";"6381.000000";"6386.000000";"6400.000000";"6397.000000";"6391.000000";"6396.000000";"6400.000000";"6408.000000";"6411.000000";"6412.000000";"6414.000000";"6414.000000";"6412.000000";"6412.000000";"6413.000000";"6413.000000";"6413.000000";"6416.000000";"6414.000000";"6417.000000";"6416.000000";"6416.000000";"6416.000000"
"DeltaE";"0.000000";"0.044951";"0.025066";"0.019720";"0.027292";"0.038535";"0.015518";"0.042463";"0.046131";"0.090734";"0.245907";"0.157504";"0.177285";"0.272482";"0.288302";"0.298582";"0.380000";"0.339795";"0.435327";"0.550200";"0.487076";"0.617079";"0.622429";"0.731230";"0.727162";"0.813807";"0.844175";"0.908680";"1.054462";"1.203611";"1.258978";"1.482922";"1.603720";"1.699267";"1.712953";"1.808790";"1.801843";"1.818436";"1.821934";"1.825561";"1.826094";"1.822415";"1.823354";"1.835919";"1.840212";"1.843353";"1.832914";"1.823255";"1.834642";"1.838940";"1.831833"
